date,time,provider,device_name,latitude,longtitude,speed,ldws,lkas
2020-10-23,15:15:12,gps,device0,37.40488905,126.8387696,100,0,1
2020-10-23,15:15:13,gps,device0,37.40498868,126.83865990000001,101,0,1
2020-10-23,15:15:14,gps,device0,37.40509531,126.83854129999999,101,0,1
2020-10-23,15:15:15,gps,device0,37.40520784,126.83841409999998,101,0,1
2020-10-23,15:15:16,gps,device0,37.40531241,126.838295,100,0,1
2020-10-23,15:15:17,gps,device0,37.40542251,126.8381689,101,0,1
2020-10-23,15:15:18,gps,device0,37.40552637,126.8380472,101,0,1
2020-10-23,15:15:19,gps,device0,37.40563738,126.83792209999999,100,0,1
2020-10-23,15:15:20,gps,device0,37.40575207,126.8377922,100,0,1
2020-10-23,15:15:21,gps,device0,37.4058695,126.8376595,100,0,1
2020-10-23,15:15:22,gps,device0,37.40599176,126.83752220000001,100,0,1
2020-10-23,15:15:23,gps,device0,37.40611511,126.83738419999999,101,0,1
2020-10-23,15:15:24,gps,device0,37.40623716,126.8372459,101,0,1
2020-10-23,15:15:25,gps,device0,37.406360299999996,126.8371085,100,0,1
2020-10-23,15:15:26,gps,device0,37.4064892,126.836969,99,0,1
2020-10-23,15:15:27,gps,device0,37.40661762,126.83682959999999,98,0,1
2020-10-23,15:15:28,gps,device0,37.4067439,126.8366913,97,0,1
2020-10-23,15:15:29,gps,device0,37.40687058,126.8365513,97,0,1
2020-10-23,15:15:30,gps,device0,37.40699602,126.8364135,96,0,1
2020-10-23,15:15:31,gps,device0,37.40712535,126.83627129999999,96,0,1
2020-10-23,15:15:32,gps,device0,37.40725348,126.8361311,96,0,1
2020-10-23,15:15:33,gps,device0,37.40738146,126.8359918,97,0,1
2020-10-23,15:15:34,gps,device0,37.40750835,126.8358522,97,0,1
2020-10-23,15:15:35,gps,device0,37.40762908,126.83571409999999,98,0,1
2020-10-23,15:15:36,gps,device0,37.40775414,126.8355705,98,0,0
2020-10-23,15:15:37,gps,device0,37.40787435,126.83543449999999,98,0,0
2020-10-23,15:15:38,gps,device0,37.4079925,126.8353018,99,0,0
2020-10-23,15:15:39,gps,device0,37.40811266,126.835171,99,0,0
2020-10-23,15:15:40,gps,device0,37.40823481,126.8350381,100,0,1
2020-10-23,15:15:41,gps,device0,37.40835513,126.83490719999999,100,0,1
2020-10-23,15:15:42,gps,device0,37.40847594,126.8347739,100,0,1
2020-10-23,15:15:43,gps,device0,37.40859356,126.8346442,100,0,1
2020-10-23,15:15:44,gps,device0,37.40870881,126.8345175,100,0,1
2020-10-23,15:15:45,gps,device0,37.40882672,126.83439109999999,100,0,1
2020-10-23,15:15:46,gps,device0,37.40894376,126.83426609999998,100,0,1
2020-10-23,15:15:47,gps,device0,37.40906505,126.83413780000001,98,0,1
2020-10-23,15:15:48,gps,device0,37.40919121,126.8340085,96,0,1
2020-10-23,15:15:49,gps,device0,37.40932124,126.83387820000002,94,0,1
2020-10-23,15:15:50,gps,device0,37.409459000000005,126.8337432,93,0,1
2020-10-23,15:15:51,gps,device0,37.4095991,126.8336111,93,0,1
2020-10-23,15:15:52,gps,device0,37.40974551,126.83347920000001,91,0,0
2020-10-23,15:15:53,gps,device0,37.40989747,126.8333479,89,0,0
2020-10-23,15:15:54,gps,device0,37.41005043,126.8332184,88,0,0
2020-10-23,15:15:55,gps,device0,37.41020045,126.8330946,87,0,0
2020-10-23,15:15:56,gps,device0,37.41034446,126.832978,86,0,0
2020-10-23,15:15:57,gps,device0,37.41049083,126.83286170000001,86,0,0
2020-10-23,15:15:58,gps,device0,37.41063726,126.8327545,87,1,0
2020-10-23,15:15:59,gps,device0,37.41078183,126.83265120000002,86,1,0
2020-10-23,15:16:00,gps,device0,37.41092005,126.83255449999999,85,1,0
2020-10-23,15:16:01,gps,device0,37.41106019,126.8324628,85,1,0
2020-10-23,15:16:02,gps,device0,37.41120343,126.83236640000001,84,1,0
2020-10-23,15:16:03,gps,device0,37.41135279,126.83226979999999,82,1,0
2020-10-23,15:16:04,gps,device0,37.41150461,126.8321728,78,1,0
2020-10-23,15:16:05,gps,device0,37.41165556,126.8320774,76,1,0
2020-10-23,15:16:06,gps,device0,37.41180376,126.8319871,74,1,0
2020-10-23,15:16:07,gps,device0,37.4119534,126.8318993,72,1,0
2020-10-23,15:16:08,gps,device0,37.4121049,126.83181119999999,71,1,0
2020-10-23,15:16:09,gps,device0,37.41225439,126.8317294,72,1,0
2020-10-23,15:16:10,gps,device0,37.41240159,126.83165009999999,73,1,0
2020-10-23,15:16:11,gps,device0,37.41254605,126.83157140000002,75,1,0
2020-10-23,15:16:12,gps,device0,37.41268518,126.8314946,76,1,0
2020-10-23,15:16:13,gps,device0,37.41282052,126.83141940000002,76,1,0
2020-10-23,15:16:14,gps,device0,37.41295483,126.83134740000001,76,1,0
2020-10-23,15:16:15,gps,device0,37.41308626,126.83127560000001,76,1,0
2020-10-23,15:16:16,gps,device0,37.41321743,126.83120359999998,77,1,0
2020-10-23,15:16:17,gps,device0,37.41335234,126.83112549999998,76,1,0
2020-10-23,15:16:18,gps,device0,37.41346546,126.8310699,74,1,0
2020-10-23,15:16:19,gps,device0,37.41357208,126.8310213,72,0,0
2020-10-23,15:16:20,gps,device0,37.41368027,126.83097839999999,69,1,0
2020-10-23,15:16:21,gps,device0,37.41379494,126.83093999999998,66,1,0
2020-10-23,15:16:22,gps,device0,37.41391292,126.83090520000002,65,1,0
2020-10-23,15:16:23,gps,device0,37.41404065,126.8308624,65,1,0
2020-10-23,15:16:24,gps,device0,37.41417736,126.8308186,65,1,0
2020-10-23,15:16:25,gps,device0,37.41431744,126.83077560000001,65,1,0
2020-10-23,15:16:26,gps,device0,37.4144622,126.8307283,65,1,0
2020-10-23,15:16:27,gps,device0,37.41461491,126.8306794,63,1,0
2020-10-23,15:16:28,gps,device0,37.41477199,126.83062690000001,60,1,1
2020-10-23,15:16:29,gps,device0,37.41493237,126.8305725,58,1,1
2020-10-23,15:16:30,gps,device0,37.41509629,126.830518,57,1,1
2020-10-23,15:16:31,gps,device0,37.41526721,126.83045600000001,57,1,1
2020-10-23,15:16:32,gps,device0,37.41544915,126.83038859999999,57,1,1
2020-10-23,15:16:33,gps,device0,37.41562786,126.8303217,56,1,1
2020-10-23,15:16:34,gps,device0,37.41581063,126.83025390000002,56,1,1
2020-10-23,15:16:35,gps,device0,37.41599513,126.8301846,57,1,1
2020-10-23,15:16:36,gps,device0,37.41617719,126.8301159,59,1,1
2020-10-23,15:16:37,gps,device0,37.41636012,126.8300466,60,0,0
2020-10-23,15:16:38,gps,device0,37.41655309,126.829973,62,1,0
2020-10-23,15:16:39,gps,device0,37.41673199,126.82990749999999,63,1,0
2020-10-23,15:16:40,gps,device0,37.41695033,126.8298291,63,1,1
2020-10-23,15:16:41,gps,device0,37.41719306,126.82974159999999,63,1,1
2020-10-23,15:16:42,gps,device0,37.41739897,126.8296622,63,1,0
2020-10-23,15:16:43,gps,device0,37.41761483,126.82958119999999,61,1,0
2020-10-23,15:16:44,gps,device0,37.41782391,126.8295017,59,1,0
2020-10-23,15:16:45,gps,device0,37.41803549,126.8294217,57,0,0
2020-10-23,15:16:46,gps,device0,37.41825674,126.82933600000001,56,0,0
2020-10-23,15:16:47,gps,device0,37.41848517,126.82924569999999,55,0,0
2020-10-23,15:16:48,gps,device0,37.41871281,126.8291613,53,0,0
2020-10-23,15:16:49,gps,device0,37.41899994,126.8290669,51,0,1
2020-10-23,15:16:50,gps,device0,37.41926619,126.8289764,49,0,0
2020-10-23,15:16:51,gps,device0,37.41952359,126.8288878,49,0,0
2020-10-23,15:16:52,gps,device0,37.41977396,126.82880209999999,49,0,0
2020-10-23,15:16:53,gps,device0,37.42002368,126.82871399999999,49,0,0
2020-10-23,15:16:54,gps,device0,37.42027096,126.8286251,49,0,0
2020-10-23,15:16:55,gps,device0,37.42051609,126.8285395,49,0,0
2020-10-23,15:16:56,gps,device0,37.4207636,126.8284497,49,0,0
2020-10-23,15:16:57,gps,device0,37.42101095,126.8283598,49,0,0
2020-10-23,15:16:58,gps,device0,37.42125804,126.8282673,49,0,0
2020-10-23,15:16:59,gps,device0,37.42150414,126.8281775,50,0,0
2020-10-23,15:17:00,gps,device0,37.42174867,126.82808689999999,52,0,0
2020-10-23,15:17:01,gps,device0,37.42199182,126.82799299999999,54,0,0
2020-10-23,15:17:02,gps,device0,37.42223081,126.8278975,55,0,0
2020-10-23,15:17:03,gps,device0,37.42246938,126.82780009999999,55,0,0
2020-10-23,15:17:04,gps,device0,37.42270849,126.827701,55,0,0
2020-10-23,15:17:05,gps,device0,37.42294647,126.8275987,57,0,0
2020-10-23,15:17:06,gps,device0,37.42318232,126.8275065,58,0,0
2020-10-23,15:17:07,gps,device0,37.42341635,126.8274187,61,1,0
2020-10-23,15:17:08,gps,device0,37.42365166,126.82732659999998,63,1,1
2020-10-23,15:17:09,gps,device0,37.42388885,126.8272248,65,1,1
2020-10-23,15:17:10,gps,device0,37.42412224,126.8271289,67,0,0
2020-10-23,15:17:11,gps,device0,37.42435387,126.8270378,68,1,0
2020-10-23,15:17:12,gps,device0,37.42458728,126.82695149999999,66,1,0
2020-10-23,15:17:13,gps,device0,37.42482915,126.82685910000001,60,1,1
2020-10-23,15:17:14,gps,device0,37.42506975,126.8267649,56,1,0
2020-10-23,15:17:15,gps,device0,37.42530724,126.8266715,53,0,0
